intern_id,task_completion_time_hrs,feedback_rating,attendance_percent,performance_score,performance_category
INT_00564,9.0,9.7,,78.8,Excel
INT_00565,13.6,7.5,79.2,50.7,Average
INT_00566,8.8,8.6,84.5,65.5,Average
INT_00567,,9.7,92.3,90.2,Excel
INT_00568,7.0,7.2,85.2,56.0,Average
INT_00569,4.4,7.8,74.6,67.0,Average
INT_00570,8.9,9.4,84.2,,Excel
INT_00571,10.1,7.3,79.4,50.5,Average
INT_00572,15.0,5.5,90.1,46.1,Average
INT_00573,11.0,10.0,90.6,71.9,Average
INT_00574,9.3,6.8,74.7,50.4,Average
INT_00575,12.5,7.7,94.1,64.3,Average
INT_00576,3.4,9.2,79.1,80.3,Excel
INT_00577,10.7,6.6,100.0,57.5,Average
INT_00578,12.3,6.0,87.6,36.2,Struggle
INT_00579,5.6,7.9,78.0,73.7,Average
INT_00580,13.4,4.8,78.9,27.8,Struggle
INT_00581,11.0,7.1,90.8,59.2,Average
INT_00582,8.8,7.9,84.9,66.9,Average
INT_00583,11.9,7.1,87.2,49.0,Average
INT_00584,16.8,5.2,100.0,35.0,Struggle
INT_00585,10.5,9.9,82.4,79.6,Excel
INT_00586,10.7,7.7,88.5,53.3,Average
INT_00587,8.6,9.6,99.4,95.7,Excel
INT_00588,7.5,7.1,90.2,59.4,Average
INT_00589,12.5,6.2,75.1,31.6,Struggle
INT_00590,7.4,7.9,92.0,70.9,Average
INT_00591,10.2,7.2,78.7,64.2,Average
INT_00592,8.6,5.7,99.3,46.1,Average
INT_00593,11.4,9.7,81.4,,Average
INT_00594,11.0,6.6,100.0,60.5,Average
INT_00595,13.1,4.7,99.7,40.8,Struggle
INT_00596,8.5,9.5,81.6,75.4,Excel
INT_00597,9.2,6.7,88.2,52.3,Average
INT_00598,7.1,6.6,94.0,59.5,Average
INT_00599,8.7,4.9,94.3,46.8,Average
INT_00600,11.1,10.0,91.5,70.5,Average
INT_00601,12.3,5.6,98.0,46.9,Average
INT_00602,7.2,7.6,87.0,63.4,Average
INT_00603,12.6,8.9,85.1,59.6,Average
INT_00604,14.1,8.1,85.2,55.9,Average
INT_00605,11.2,7.4,94.9,50.2,
INT_00606,15.6,4.9,90.9,30.6,Struggle
INT_00607,7.7,6.3,90.3,70.3,Average
INT_00608,6.3,7.8,94.4,67.0,Average
INT_00609,4.7,6.3,71.6,60.7,
INT_00610,14.5,7.8,90.5,54.2,Average
INT_00611,12.0,8.5,89.7,60.4,Average
INT_00612,9.8,8.9,100.0,69.5,Average
INT_00613,10.8,5.7,75.8,39.2,Struggle
INT_00614,6.6,10.0,100.0,99.0,Excel
INT_00615,17.3,8.7,88.6,50.6,Average
INT_00616,10.4,7.5,91.9,60.6,Average
INT_00617,10.3,,100.0,82.7,Excel
INT_00618,12.2,10.0,92.5,77.0,Excel
INT_00619,11.4,5.3,91.2,34.7,Struggle
INT_00620,10.7,7.2,89.9,57.6,Average
INT_00621,7.6,3.9,84.1,46.1,Average
INT_00622,11.4,7.8,87.8,58.5,Average
INT_00623,15.6,8.0,82.3,33.3,Struggle
INT_00624,14.0,7.4,87.6,52.9,Average
INT_00625,14.8,6.5,69.3,31.4,Struggle
INT_00626,8.5,4.4,91.4,33.3,Struggle
INT_00627,7.0,,87.0,60.0,Average
INT_00628,9.6,9.7,85.3,79.7,Excel
INT_00629,10.2,6.6,89.8,50.1,Average
INT_00630,13.3,8.2,76.5,46.0,Average
INT_00631,4.9,5.1,100.0,60.5,Average
INT_00632,14.6,,87.2,50.9,Average
INT_00633,9.5,6.9,86.8,,Average
INT_00634,8.7,6.4,80.3,49.0,Average
INT_00635,7.0,6.4,88.2,51.6,Average
INT_00636,5.0,6.9,99.1,69.3,Average
INT_00637,12.5,8.1,96.3,,Average
INT_00638,10.2,5.5,94.8,49.6,Average
INT_00639,6.1,6.9,92.4,65.7,
INT_00640,6.1,7.4,85.1,76.6,Excel
INT_00641,9.0,5.9,76.4,48.0,Average
INT_00642,15.0,10.0,86.4,70.5,Average
INT_00643,9.2,6.2,86.1,50.5,Average
INT_00644,,6.5,96.4,68.1,Average
INT_00645,9.3,6.0,,50.0,Average
INT_00646,,10.0,100.0,89.9,Excel
INT_00647,2.0,8.3,97.6,86.9,Excel
INT_00648,9.8,6.1,84.3,49.5,Average
INT_00649,9.3,9.2,73.6,65.6,Average
INT_00650,,7.8,,63.5,Average
INT_00651,15.5,7.9,98.9,73.3,Average
INT_00652,13.4,7.0,77.1,39.3,Struggle
INT_00653,9.2,6.4,100.0,56.5,Average
INT_00654,6.7,8.0,91.1,75.8,Excel
INT_00655,17.7,,89.3,35.3,Struggle
INT_00656,10.2,10.0,100.0,81.8,Excel
INT_00657,10.0,5.6,98.8,46.3,Average
INT_00658,9.9,9.8,93.2,81.6,Excel
INT_00659,10.6,,91.8,62.3,Average
INT_00660,,7.9,92.9,64.8,Average
INT_00661,8.3,8.7,84.8,74.2,Average
INT_00662,8.4,6.6,87.6,,Average
INT_00663,9.9,8.8,80.8,61.0,Average
INT_00664,8.4,3.4,85.3,32.5,Struggle
INT_00665,7.9,6.4,85.1,48.5,Average
INT_00666,10.3,6.1,82.9,36.9,Struggle
INT_00667,9.2,5.6,89.1,47.2,Average
INT_00668,14.5,7.2,85.4,50.5,Average
INT_00669,2.0,8.1,92.0,89.8,Excel
INT_00670,13.3,8.6,75.0,50.0,
INT_00671,13.7,7.9,87.1,58.0,Average
INT_00672,3.8,6.5,89.1,69.9,Average
INT_00673,9.0,8.1,85.5,71.1,Average
INT_00674,8.9,7.7,86.6,60.7,Average
INT_00675,5.8,8.9,75.3,,Average
INT_00676,7.7,8.7,90.9,74.7,Average
INT_00677,,7.5,93.2,64.3,Average
INT_00678,15.3,6.2,91.9,37.6,Struggle
INT_00679,12.8,6.5,96.3,50.0,Average
INT_00680,13.8,6.7,89.6,45.1,Average
INT_00681,12.2,7.0,91.8,54.9,Average
INT_00682,6.6,7.9,89.2,74.2,Average
INT_00683,8.4,8.6,93.5,71.5,Average
INT_00684,11.5,7.4,75.4,51.3,Average
INT_00685,6.3,7.5,80.9,63.7,Average
INT_00686,12.1,7.7,100.0,68.7,
INT_00687,9.3,6.7,68.3,43.9,Struggle
INT_00688,8.9,6.1,86.9,51.4,Average
INT_00689,12.1,4.9,97.4,40.1,Struggle
INT_00690,11.3,6.5,87.3,48.4,Average
INT_00691,8.9,8.2,84.8,60.8,Average
INT_00692,13.5,6.4,89.0,,
INT_00693,6.8,7.1,85.2,66.8,Average
INT_00694,11.8,8.2,88.2,54.9,Average
INT_00695,11.8,8.3,82.5,56.6,Average
INT_00696,9.1,5.9,96.9,61.0,Average
INT_00697,,9.0,99.4,72.5,Average
INT_00698,6.2,9.2,86.9,83.4,Excel
INT_00699,12.8,5.8,76.9,32.7,Struggle
INT_00700,9.4,6.3,83.8,44.1,Struggle
INT_00701,8.4,9.3,86.5,65.8,Average
INT_00702,13.1,7.3,92.0,61.2,Average
INT_00703,7.9,4.2,79.9,30.2,Struggle
INT_00704,5.8,5.4,81.8,54.7,Average
INT_00705,5.3,7.1,92.1,63.6,Average
INT_00706,11.8,5.8,95.5,55.3,Average
INT_00707,6.2,6.9,83.0,73.0,Average
INT_00708,15.3,7.5,77.3,33.8,
INT_00709,3.8,9.7,100.0,88.7,Excel
INT_00710,15.1,7.1,94.3,53.9,Average
INT_00711,10.6,9.1,85.9,71.3,Average
INT_00712,9.7,9.6,95.0,83.5,Excel
INT_00713,8.4,9.7,87.0,74.4,Average
INT_00714,11.2,7.9,94.9,75.1,Excel
INT_00715,9.9,4.6,89.3,40.9,Struggle
INT_00716,13.3,8.2,88.7,51.3,Average
INT_00717,10.3,9.1,87.1,68.1,Average
INT_00718,10.5,7.4,76.4,44.8,Struggle
INT_00719,8.9,10.0,100.0,95.0,Excel
INT_00720,9.8,8.8,,61.2,Average
INT_00721,10.9,8.4,,60.4,Average
INT_00722,4.9,9.1,86.3,78.2,Excel
INT_00723,6.0,8.0,80.3,64.0,Average
INT_00724,12.2,3.8,87.6,18.2,
INT_00725,10.5,6.8,93.5,59.9,Average
INT_00726,9.4,9.3,96.0,85.1,Excel
INT_00727,10.1,6.3,94.5,49.7,Average
INT_00728,11.0,,,45.3,Average
INT_00729,8.4,5.9,88.4,56.9,Average
INT_00730,7.7,10.0,91.3,74.7,Average
INT_00731,10.6,10.0,73.9,74.9,Average
INT_00732,7.1,6.2,92.6,54.2,Average
INT_00733,11.2,7.7,76.3,46.1,Average
INT_00734,4.9,6.5,100.0,71.4,Average
INT_00735,13.1,8.4,84.8,52.1,Average
INT_00736,11.4,8.3,86.5,57.3,Average
INT_00737,10.8,8.7,81.8,65.2,Average
INT_00738,12.9,8.0,83.0,40.7,Struggle
INT_00739,15.0,10.0,100.0,82.5,Excel
INT_00740,13.0,6.0,95.5,47.1,Average
INT_00741,4.5,4.9,75.6,39.3,Struggle
INT_00742,6.2,6.9,100.0,64.7,Average
INT_00743,,5.1,97.5,58.1,Average
INT_00744,10.1,5.3,85.8,46.1,Average
INT_00745,11.6,6.0,,55.1,Average
INT_00746,7.8,6.1,87.9,50.8,Average
INT_00747,10.6,6.1,100.0,56.9,Average
INT_00748,7.7,8.3,,68.7,
INT_00749,8.2,6.7,89.2,62.8,Average
INT_00750,5.8,7.2,84.6,71.1,Average
INT_00751,7.2,8.8,76.5,64.5,Average
INT_00752,5.9,6.4,100.0,66.3,Average
INT_00753,7.1,7.1,78.5,54.4,Average
INT_00754,13.2,8.0,89.8,57.7,Average
INT_00755,7.2,4.6,74.1,41.6,Struggle
INT_00756,17.9,3.9,84.8,,Struggle
INT_00757,11.5,8.0,91.4,68.3,Average
INT_00758,10.6,8.2,81.4,53.7,Average
INT_00759,7.4,10.0,92.7,83.4,Excel
INT_00760,12.1,7.7,85.8,62.7,Average
INT_00761,8.3,8.7,97.3,78.9,Excel
INT_00762,10.4,7.2,98.9,64.9,Average
INT_00763,17.7,7.9,83.3,37.6,Struggle
INT_00764,9.7,10.0,88.6,72.3,Average
INT_00765,13.4,4.3,89.5,36.4,Struggle
INT_00766,7.9,8.1,93.0,67.9,
INT_00767,9.9,10.0,88.1,74.7,Average
INT_00768,15.3,7.9,89.5,57.8,Average
INT_00769,8.1,10.0,86.1,74.0,Average
INT_00770,15.4,6.6,88.9,43.8,Struggle
INT_00771,12.1,7.5,98.4,61.0,Average
INT_00772,8.3,7.6,93.2,66.5,Average
INT_00773,11.9,4.2,93.6,32.9,Struggle
INT_00774,12.9,5.7,93.8,41.4,
INT_00775,11.9,5.9,86.8,37.7,Struggle
INT_00776,5.3,8.7,90.6,82.3,Excel
INT_00777,7.8,8.8,79.3,64.9,Average
INT_00778,9.3,8.0,98.2,75.7,Excel
INT_00779,9.8,8.7,65.7,55.2,Average
INT_00780,11.9,7.3,87.3,47.9,Average
INT_00781,10.5,9.3,,74.9,Average
INT_00782,6.0,7.5,77.1,,Average
INT_00783,11.1,7.6,,65.4,Average
INT_00784,11.8,7.1,82.6,48.1,Average
INT_00785,11.7,8.5,85.0,60.2,Average
INT_00786,13.2,6.9,,60.7,Average
INT_00787,12.5,9.0,89.6,68.4,Average
INT_00788,11.4,5.8,71.7,45.2,Average
INT_00789,9.8,5.9,80.2,51.4,Average
INT_00790,5.0,8.5,95.8,,Excel
INT_00791,11.3,7.4,91.6,63.6,Average
INT_00792,10.6,6.8,100.0,68.9,Average
INT_00793,10.8,8.8,100.0,82.6,Excel
INT_00794,6.2,6.6,85.3,65.4,Average
INT_00795,6.8,7.2,100.0,76.5,Excel
INT_00796,13.2,9.6,88.2,66.2,Average
INT_00797,9.9,9.8,80.3,67.1,Average
INT_00798,12.0,9.9,82.9,67.1,Average
INT_00799,,7.1,69.9,37.3,Struggle
INT_00800,,9.3,100.0,86.6,Excel
INT_00801,12.8,6.1,100.0,,Average
INT_00802,8.5,6.1,79.9,56.2,Average
INT_00803,10.3,4.0,86.2,26.7,Struggle
INT_00804,8.6,,88.8,86.5,Excel
INT_00805,8.7,6.2,80.3,46.4,Average
INT_00806,9.1,7.3,74.0,45.4,Average
INT_00807,10.7,6.1,86.3,57.0,Average
INT_00808,8.6,8.5,,74.7,Average
INT_00809,13.8,6.9,84.9,47.4,Average
INT_00810,7.3,5.5,89.8,52.9,Average
INT_00811,9.4,8.2,99.4,74.3,Average
INT_00812,8.7,5.3,85.6,,Average
INT_00813,14.3,6.2,89.4,38.3,Struggle
INT_00814,10.6,4.3,93.8,37.5,Struggle
INT_00815,13.1,5.4,92.4,51.8,Average
INT_00816,5.5,7.8,83.1,83.1,Excel
INT_00817,10.8,4.6,88.8,46.7,Average
INT_00818,12.7,5.3,92.4,43.8,Struggle
INT_00819,,7.5,79.0,52.3,Average
INT_00820,13.2,6.7,98.1,48.6,Average
INT_00821,,10.0,99.5,82.7,Excel
INT_00822,14.2,10.0,82.2,62.0,Average
INT_00823,16.9,6.2,89.5,49.1,Average
INT_00824,8.9,8.3,93.1,80.8,Excel
INT_00825,8.7,8.6,83.6,72.1,Average
INT_00826,14.4,6.6,91.9,,Struggle
INT_00827,14.7,5.3,89.3,,Struggle
INT_00828,8.4,7.5,76.3,55.0,Average
INT_00829,8.7,7.2,91.7,50.6,Average
INT_00830,9.2,6.8,79.2,53.7,Average
INT_00831,6.0,8.2,95.5,72.3,Average
INT_00832,7.2,6.4,82.6,50.2,Average
INT_00833,7.0,5.8,86.7,51.9,Average
INT_00834,7.7,7.7,99.0,69.0,Average
INT_00835,9.9,8.1,92.0,66.0,Average
INT_00836,10.7,5.7,79.4,40.7,Struggle
INT_00837,14.7,8.9,79.9,44.8,Struggle
INT_00838,7.0,4.8,83.2,53.3,Average
INT_00839,13.0,6.6,91.2,43.8,Struggle
INT_00840,9.4,7.1,90.9,54.7,Average
INT_00841,9.9,6.5,81.3,,Average
INT_00842,12.0,6.7,78.7,43.8,Struggle
INT_00843,6.6,10.0,90.3,93.6,Excel
INT_00844,11.1,6.2,86.5,49.2,Average
INT_00845,,10.0,100.0,85.9,Excel
INT_00846,11.5,8.2,88.3,62.9,Average
INT_00847,10.9,7.6,100.0,66.9,Average
INT_00848,,8.2,78.6,45.8,Average
INT_00849,8.1,10.0,75.4,63.4,Average
INT_00850,8.4,6.0,79.0,46.3,Average
INT_00851,8.1,5.8,97.5,,
INT_00852,8.3,6.4,100.0,84.0,Excel
INT_00853,8.1,7.5,81.7,53.9,Average
INT_00854,13.6,4.9,84.3,34.6,Struggle
INT_00855,14.3,7.5,78.6,42.7,Struggle
INT_00856,8.3,10.0,73.5,84.1,Excel
INT_00857,7.5,7.7,93.7,62.2,Average
INT_00858,11.4,7.1,89.8,58.2,Average
INT_00859,8.3,6.6,88.1,49.0,Average
INT_00860,11.9,8.8,76.8,,Average
INT_00861,10.6,6.3,100.0,56.3,Average
INT_00862,5.5,10.0,84.0,90.4,Excel
INT_00863,14.6,10.0,,63.8,Average
INT_00864,,7.9,76.4,48.4,Average
INT_00865,8.2,7.5,86.5,,Average
INT_00866,8.8,9.0,90.3,75.7,Excel
INT_00867,10.9,9.1,90.6,76.2,Excel
INT_00868,11.0,6.3,89.2,42.8,Struggle
INT_00869,12.0,6.7,92.0,56.8,Average
INT_00870,16.0,5.5,79.0,25.1,Struggle
INT_00871,9.5,8.1,89.6,72.1,Average
INT_00872,7.6,8.5,88.9,74.1,Average
INT_00873,5.9,5.5,,54.2,Average
INT_00874,7.8,6.8,88.6,,Average
INT_00875,,5.5,77.8,,Struggle
INT_00876,15.4,6.2,77.5,40.3,Struggle
INT_00877,8.4,8.3,70.3,55.9,Average
INT_00878,10.7,6.4,94.5,48.0,Average
INT_00879,10.0,7.0,94.6,64.3,Average
INT_00880,13.6,,94.7,31.0,Struggle
INT_00881,,7.8,90.5,40.0,Struggle
INT_00882,8.4,7.4,70.9,47.2,Average
INT_00883,8.5,6.4,79.8,48.3,Average
INT_00884,13.1,7.2,,44.5,Struggle
INT_00885,12.0,7.8,89.1,47.2,Average
INT_00886,15.5,6.3,86.2,32.4,Struggle
INT_00887,11.8,5.3,91.0,45.9,
INT_00888,8.9,10.0,88.1,72.4,Average
INT_00889,11.8,6.6,89.0,48.1,Average
INT_00890,13.3,7.4,,59.8,Average
INT_00891,12.5,9.0,95.9,69.3,Average
INT_00892,,10.0,84.6,74.0,Average
INT_00893,13.2,5.6,77.4,28.9,Struggle
INT_00894,13.5,8.2,81.8,65.7,Average
INT_00895,14.1,6.4,,39.1,Struggle
INT_00896,11.9,6.7,96.0,53.2,Average
INT_00897,9.5,6.4,87.7,60.4,Average
INT_00898,10.4,5.8,86.5,45.2,Average
INT_00899,13.6,7.4,78.0,46.5,Average
INT_00900,7.5,5.3,94.3,51.4,Average
INT_00901,11.1,8.9,82.8,,Average
INT_00902,8.8,7.6,87.2,64.4,Average
INT_00903,10.1,8.1,99.8,73.6,Average
INT_00904,13.8,6.8,92.1,45.6,Average
INT_00905,10.6,6.9,75.0,43.2,Struggle
INT_00906,10.1,7.9,,51.2,Average
INT_00907,5.9,5.8,87.5,48.0,Average
INT_00908,12.2,7.0,78.3,,Struggle
INT_00909,11.9,6.2,93.2,51.3,
INT_00910,16.5,6.2,88.3,42.3,Struggle
INT_00911,9.1,4.3,89.3,45.2,
INT_00912,10.7,9.5,82.3,55.9,Average
INT_00913,10.7,6.5,100.0,56.3,Average
INT_00914,14.7,9.2,100.0,62.6,Average
INT_00915,9.7,9.1,85.8,71.1,Average
INT_00916,10.8,5.6,90.8,43.8,Struggle
INT_00917,11.8,5.9,88.8,48.3,Average
INT_00918,10.6,10.0,85.9,74.7,Average
INT_00919,,10.0,81.3,65.7,Average
INT_00920,10.6,,79.3,48.0,Average
INT_00921,13.2,7.9,78.9,50.7,Average
INT_00922,6.9,6.6,91.2,61.9,
INT_00923,10.4,8.1,83.8,53.3,Average
INT_00924,7.9,6.4,67.4,36.6,Struggle
INT_00925,13.6,,91.6,33.3,Struggle
INT_00926,5.4,5.5,87.7,47.5,Average
INT_00927,8.3,7.5,98.8,60.2,Average
INT_00928,11.1,5.8,91.0,44.8,Struggle
INT_00929,14.7,7.4,76.2,39.9,Struggle
INT_00930,,5.9,70.2,34.1,Struggle
INT_00931,8.3,6.3,82.2,47.9,Average
INT_00932,15.6,8.8,83.0,54.2,Average
INT_00933,5.7,7.9,,71.6,Average
INT_00934,3.4,7.5,87.9,73.8,Average
INT_00935,11.3,8.8,97.1,69.1,Average
INT_00936,8.5,8.2,77.4,62.9,Average
INT_00937,6.9,,,90.4,Excel
INT_00938,12.1,6.8,93.8,58.4,Average
INT_00939,10.7,6.9,71.9,51.9,Average
INT_00940,8.3,5.5,98.6,60.3,Average
INT_00941,6.2,6.9,88.7,65.0,Average
INT_00942,12.6,8.9,91.1,63.7,Average
INT_00943,12.0,9.4,81.1,63.2,Average
INT_00944,9.7,8.9,98.2,71.2,Average
INT_00945,,4.8,78.5,24.2,Struggle
INT_00946,6.8,9.1,94.7,85.3,
INT_00947,5.4,4.7,94.6,49.7,Average
INT_00948,7.9,8.8,80.2,68.9,Average
INT_00949,9.9,6.9,100.0,59.1,Average
INT_00950,10.7,8.6,89.9,67.8,Average
INT_00951,9.3,5.5,93.2,47.2,Average
INT_00952,11.1,9.3,75.8,58.8,Average
INT_00953,6.2,5.3,100.0,55.2,Average
INT_00954,14.3,6.5,78.2,41.1,Struggle
INT_00955,9.8,6.0,96.2,53.9,Average
INT_00956,13.4,4.9,80.0,27.6,Struggle
INT_00957,11.0,7.6,,57.3,Average
INT_00958,11.4,10.0,94.3,75.5,Excel
INT_00959,11.7,10.0,96.2,84.4,Excel
INT_00960,11.3,7.6,77.8,46.9,Average
INT_00961,11.9,9.2,96.7,71.2,Average
INT_00962,14.0,7.8,96.4,50.7,Average
INT_00963,10.6,8.2,80.5,57.6,Average
INT_00964,12.1,7.0,100.0,49.1,Average
INT_00965,9.7,7.8,76.3,60.0,Average
INT_00966,14.3,8.3,83.0,57.8,Average
INT_00967,8.0,6.6,91.8,64.4,Average
INT_00968,15.4,7.4,81.2,44.0,Struggle
INT_00969,9.9,7.4,90.1,55.7,Average
INT_00970,5.7,8.7,89.9,74.0,Average
INT_00971,10.4,5.9,86.5,55.5,Average
INT_00972,8.0,7.4,94.7,75.2,Excel
INT_00973,12.5,,86.2,71.5,Average
INT_00974,8.0,9.2,89.9,74.1,Average
INT_00975,8.7,9.5,97.2,89.4,Excel
INT_00976,4.3,7.5,94.3,71.5,Average
INT_00977,8.6,8.0,94.3,70.7,Average
INT_00978,,9.0,78.8,87.8,Excel
INT_00979,5.2,9.8,92.2,83.6,Excel
INT_00980,12.3,4.6,81.0,35.3,Struggle
INT_00981,12.4,5.5,77.7,38.3,Struggle
INT_00982,11.3,9.5,87.4,70.2,Average
INT_00983,7.1,7.1,80.8,53.4,Average
INT_00984,9.9,6.5,94.3,,Average
INT_00985,10.0,5.6,94.5,51.9,Average
INT_00986,6.5,,72.8,44.8,Struggle
INT_00987,14.5,5.4,81.4,32.7,Struggle
INT_00988,12.6,10.0,76.3,68.2,Average
INT_00989,9.3,7.5,84.3,64.3,Average
INT_00990,10.1,7.4,91.6,53.2,Average
INT_00991,10.6,8.4,86.1,70.8,Average
INT_00992,3.9,8.9,83.3,89.4,Excel
INT_00993,9.3,8.9,98.4,79.2,Excel
INT_00994,8.0,9.1,69.6,59.2,Average
INT_00995,7.0,6.6,97.9,63.1,Average
INT_00996,9.2,7.1,83.6,55.7,Average
INT_00997,15.4,8.7,87.4,57.7,Average
INT_00998,11.9,6.7,83.8,48.0,Average
INT_00999,8.3,7.5,,71.5,Average
INT_01000,11.7,8.1,78.2,54.3,Average
INT_01001,14.2,,88.1,60.7,Average
INT_01002,12.8,4.8,92.2,,Struggle
INT_01003,10.2,8.6,75.1,57.8,Average
INT_01004,8.1,7.1,80.6,54.1,Average
INT_01005,12.1,8.6,86.8,72.8,Average
INT_01006,,8.7,80.9,69.6,Average
INT_01007,12.7,9.9,81.5,70.4,Average
INT_01008,11.9,9.5,85.2,75.7,Excel
INT_01009,13.1,9.5,93.2,74.6,Average
INT_01010,8.4,9.7,85.3,77.7,Excel
INT_01011,14.0,7.9,96.6,51.0,Average
INT_01012,10.6,7.5,80.0,52.9,Average
INT_01013,16.2,8.8,78.0,48.4,Average
INT_01014,7.9,8.6,100.0,72.1,Average
INT_01015,15.2,7.0,82.7,34.4,
INT_01016,10.6,8.1,77.5,59.6,Average
INT_01017,8.0,7.4,74.1,57.5,Average
INT_01018,8.5,6.2,96.6,52.1,Average
INT_01019,9.0,,85.3,69.5,Average
INT_01020,11.3,,86.0,63.0,Average
INT_01021,11.6,10.0,86.7,68.3,Average
INT_01022,8.3,5.1,96.1,51.8,Average
INT_01023,9.9,6.7,86.6,52.2,Average
INT_01024,16.4,7.5,100.0,56.2,Average
INT_01025,15.2,9.2,89.1,56.6,Average
INT_01026,11.3,8.1,96.5,66.4,Average
INT_01027,10.1,8.0,94.4,67.3,Average
INT_01028,10.4,5.8,87.7,48.3,Average
INT_01029,11.8,5.8,83.3,41.6,Struggle
INT_01030,6.9,8.0,90.7,72.9,Average
INT_01031,9.2,5.5,92.1,61.6,Average
INT_01032,5.0,6.7,83.4,76.4,Excel
INT_01033,11.2,8.3,89.3,59.7,Average
INT_01034,11.9,6.0,97.9,38.0,Struggle
INT_01035,8.6,9.9,100.0,89.5,Excel
INT_01036,14.7,9.3,94.8,67.5,Average
INT_01037,6.3,5.1,,63.6,Average
INT_01038,5.6,6.1,,58.0,Average
INT_01039,,4.1,93.6,37.9,Struggle
INT_01040,13.1,6.3,98.7,57.3,Average
INT_01041,15.1,8.6,80.8,60.3,Average
INT_01042,8.6,6.9,84.1,48.4,Average
INT_01043,13.2,8.2,100.0,59.9,Average
INT_01044,9.9,5.2,80.2,39.2,Struggle
INT_01045,9.5,8.7,77.3,63.7,Average
INT_01046,12.7,6.7,100.0,53.8,Average
INT_01047,12.0,7.5,97.6,63.5,
INT_01048,5.3,7.4,91.5,76.1,Excel
INT_01049,14.4,5.6,,46.6,Average
INT_01050,14.1,5.8,84.5,40.3,Struggle
INT_01051,8.1,9.0,90.3,70.3,Average
INT_01052,11.2,8.1,100.0,67.3,Average
INT_01053,11.5,9.1,89.9,68.3,Average
INT_01054,10.8,,100.0,71.0,Average
INT_01055,8.3,7.7,80.8,62.8,Average
INT_01056,8.0,4.9,87.8,57.3,Average
INT_01057,9.9,7.1,85.0,52.9,
INT_01058,13.5,7.5,79.3,49.4,Average
INT_01059,11.6,10.0,86.8,86.2,Excel
INT_01060,8.9,8.5,91.3,67.8,Average
INT_01061,12.3,9.8,92.2,74.1,Average
INT_01062,2.0,8.4,100.0,84.1,Excel
INT_01063,13.4,6.4,91.7,,Average
INT_01064,4.8,7.7,97.2,72.6,Average
INT_01065,8.9,7.9,88.5,70.6,Average
INT_01066,6.6,,100.0,64.5,Average
INT_01067,6.1,6.9,100.0,65.3,Average
INT_01068,13.5,7.2,92.2,57.4,Average
INT_01069,,9.9,80.1,76.0,Excel
INT_01070,11.0,4.4,83.6,38.7,
INT_01071,9.9,9.3,,67.5,Average
INT_01072,11.4,6.1,91.7,51.1,Average
INT_01073,10.2,5.4,93.6,52.4,Average
INT_01074,6.2,9.3,91.7,79.8,Excel
INT_01075,13.0,8.6,88.1,54.2,Average
INT_01076,8.5,9.4,82.9,72.9,Average
INT_01077,5.3,8.7,91.2,86.5,Excel
INT_01078,8.7,10.0,100.0,92.8,Excel
INT_01079,14.5,8.3,96.2,,Average
INT_01080,12.6,7.3,92.3,48.0,Average
INT_01081,9.0,8.0,96.2,67.7,Average
INT_01082,9.0,9.4,85.0,70.7,Average
INT_01083,9.0,6.3,83.9,53.8,Average
INT_01084,16.2,6.5,82.0,36.0,Struggle
INT_01085,11.1,7.0,87.0,,Average
INT_01086,11.3,4.3,84.6,39.3,
INT_01087,13.1,7.7,97.7,60.9,Average
INT_01088,10.7,4.7,84.2,38.9,Struggle
INT_01089,,7.6,81.6,48.7,Average
INT_01090,9.4,8.8,100.0,63.2,Average
INT_01091,9.8,6.8,84.4,45.2,Average
INT_01092,9.9,10.0,89.2,75.4,Excel
INT_01093,12.2,5.3,91.6,45.2,Average
INT_01094,10.2,9.3,78.9,53.8,Average
INT_01095,12.2,8.5,97.9,76.6,Excel
INT_01096,9.8,4.9,93.1,46.1,Average
INT_01097,10.2,10.0,100.0,90.9,Excel
INT_01098,4.0,7.4,82.6,63.6,Average
INT_01099,12.7,6.2,,48.1,Average
INT_01100,11.0,5.4,,43.5,Struggle
INT_01101,13.0,7.2,90.1,56.9,Average
INT_01102,,,76.4,67.3,Average
INT_01103,16.3,7.7,88.9,50.9,Average
INT_01104,9.6,7.1,76.6,57.3,Average
INT_01105,13.3,8.4,90.9,57.4,Average
INT_01106,,6.9,71.0,54.1,Average
INT_01107,11.8,4.6,73.2,16.9,Struggle
INT_01108,6.8,,94.5,72.3,Average
INT_01109,8.1,3.9,83.6,47.4,Average
INT_01110,15.7,8.0,80.1,40.1,Struggle
INT_01111,9.4,6.0,98.2,55.9,Average
INT_01112,10.7,7.7,90.6,66.4,Average
INT_01113,12.6,9.5,95.0,72.1,Average
INT_01114,11.5,6.1,86.7,46.9,Average
INT_01115,10.5,9.1,100.0,74.4,Average
INT_01116,11.1,,83.2,47.9,Average
INT_01117,17.2,10.0,100.0,68.3,Average
INT_01118,9.8,7.0,87.5,56.3,Average
INT_01119,10.6,6.2,74.8,35.8,Struggle
INT_01120,13.2,8.5,91.9,62.1,Average
INT_01121,13.3,6.8,90.5,58.4,Average
INT_01122,13.6,6.2,79.6,36.5,Struggle
INT_01123,11.9,6.8,,39.8,Struggle
INT_01124,6.6,7.4,87.8,65.5,Average
INT_01125,14.9,9.5,90.8,61.1,Average
INT_01126,6.6,4.6,68.2,28.3,Struggle
