Campaign_ID,Page_Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Company,Campaign_Type,Target_Audience,Duration,channels,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,,Date,profit margin
129,6,1.110013939,0.21624186,Organic,2.725889502,2,1,Alpha Innovations,Email,Men 18-24,45 days,Instagram,0.06,"$10,639.00",4.32,New York,Spanish,166,5735,10,Health & Wellness,09/05/2021,Loss
130,3,2.093867337,0.05105229,Organic,3.551557937,2,1,Innovate Industries,Display,Men 25-34,15 days,YouTube,0.03,"$10,945.00",3.16,Chicago,Spanish,508,8054,6,Fashionistas,10/05/2021,Loss
131,7,1.24055053,0.113936326,Paid,8.767249214,0,1,NexGen Systems,Email,Men 18-24,15 days,Instagram,0.11,"$5,167.00",6.63,New York,Spanish,885,1932,7,Fashionistas,11/05/2021,Profit
132,5,4.244228026,0.211243916,Social,0.668978698,1,1,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,0.15,"$8,300.00",6.65,Chicago,Spanish,158,4842,4,Outdoor Adventurers,12/05/2021,Profit
133,5,2.355088125,0.33060232,Paid,3.643817953,0,1,Innovate Industries,Social Media,Men 25-34,15 days,Instagram,0.14,"$13,469.00",7.54,Houston,German,857,4028,8,Fashionistas,13/05/2021,Profit
134,7,6.283002241,0.285993546,Organic,5.672679926,1,1,TechCorp,Search,Men 25-34,30 days,Facebook,0.1,"$19,254.00",2.41,Miami,English,481,1876,7,Foodies,14/05/2021,Loss
135,4,2.352788346,0.05622645,Paid,2.934160623,1,1,DataTech Solutions,Display,All Ages,60 days,Google Ads,0.04,"$10,704.00",6.46,Chicago,French,999,7543,8,Tech Enthusiasts,15/05/2021,Profit
136,9,0.816459471,0.477294487,Social,2.252288265,0,1,NexGen Systems,Email,Men 18-24,30 days,Email,0.15,"$9,229.00",3.56,New York,Spanish,939,5999,8,Tech Enthusiasts,16/05/2021,Loss
137,4,5.713277468,0.198799077,Organic,3.275800365,1,1,Alpha Innovations,Social Media,Women 35-44,60 days,Instagram,0.1,"$14,125.00",4.9,Houston,Spanish,885,7833,5,Fashionistas,17/05/2021,Loss
138,5,2.444040268,0.334615418,Organic,2.296890371,2,1,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.04,"$8,222.00",6.17,Houston,Mandarin,666,1435,4,Foodies,18/05/2021,Profit
139,2,0.695194863,0.146305967,Organic,1.492004578,5,1,NexGen Systems,Email,Men 18-24,45 days,Website,0.07,"$14,226.00",3.77,Chicago,German,359,9440,8,Outdoor Adventurers,19/05/2021,Loss
140,6,2.930573927,0.315261031,Referral,1.815168733,0,1,DataTech Solutions,Email,Men 18-24,60 days,Website,0.06,"$18,985.00",4.61,Miami,English,328,8840,5,Fashionistas,20/05/2021,Loss
141,3,1.328177689,0.51234922,Paid,1.844325298,0,0.932545459,NexGen Systems,Email,Women 25-34,15 days,Email,0.08,"$5,599.00",3.43,Houston,English,571,2404,3,Fashionistas,21/05/2021,Loss
142,6,5.58150821,0.278067379,Paid,14.26480293,3,1,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.08,"$11,952.00",3.48,Houston,English,845,5702,8,Health & Wellness,22/05/2021,Loss
143,2,1.811563785,0.157511195,Organic,4.103969067,6,1,Innovate Industries,Display,Women 35-44,15 days,Facebook,0.05,"$14,503.00",3.8,Miami,Mandarin,585,9150,3,Tech Enthusiasts,23/05/2021,Loss
144,3,3.888717802,0.142534674,Organic,3.141011093,2,1,DataTech Solutions,Search,Men 25-34,45 days,Instagram,0.11,"$10,404.00",2.41,New York,German,418,3556,2,Tech Enthusiasts,24/05/2021,Loss
145,5,0.301239017,0.228472732,Direct,1.556128492,1,1,TechCorp,Social Media,Men 18-24,30 days,Email,0.12,"$7,484.00",5.86,Houston,English,208,8730,2,Outdoor Adventurers,25/05/2021,Profit
146,3,1.512664171,0.276907423,Organic,9.791441186,1,1,TechCorp,Search,Men 25-34,60 days,Google Ads,0.03,"$7,428.00",4.72,Houston,Mandarin,556,5179,4,Tech Enthusiasts,26/05/2021,Loss
147,4,12.26653769,0.085754623,Direct,5.452240456,1,1,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.1,"$11,495.00",5.13,Los Angeles,French,734,2612,5,Health & Wellness,27/05/2021,Profit
148,5,4.957980379,0.176561263,Paid,5.936922227,2,1,TechCorp,Influencer,All Ages,30 days,Facebook,0.13,"$18,957.00",2.83,Los Angeles,Spanish,643,2939,4,Tech Enthusiasts,28/05/2021,Loss
149,6,0.522848749,0.528060406,Organic,8.897551138,2,1,NexGen Systems,Display,Men 18-24,45 days,Instagram,0.06,"$10,772.00",2.94,Chicago,English,165,1496,6,Health & Wellness,29/05/2021,Loss
150,3,0.976210177,0.194541316,Paid,2.310208059,1,1,TechCorp,Search,Women 35-44,60 days,Instagram,0.14,"$6,896.00",2.15,Houston,German,693,1290,1,Foodies,30/05/2021,Loss
151,3,1.200608077,0.031379666,Direct,9.049868247,0,1,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.13,"$13,318.00",2.98,New York,German,261,1415,6,Foodies,31/05/2021,Loss
152,4,3.152601387,0.139459572,Paid,4.376876323,2,1,TechCorp,Influencer,Women 35-44,60 days,Website,0.06,"$7,031.00",5.67,Houston,French,404,8033,6,Tech Enthusiasts,01/06/2021,Profit
153,5,4.24401681,0.246271411,Social,7.275034714,5,1,Alpha Innovations,Display,Women 35-44,15 days,Instagram,0.06,"$5,466.00",2.66,Houston,English,257,5756,2,Tech Enthusiasts,02/06/2021,Loss
154,4,4.153207761,0.177797787,Organic,3.549808344,4,1,Innovate Industries,Influencer,All Ages,30 days,Instagram,0.11,"$15,303.00",7.41,Chicago,Spanish,901,8712,2,Foodies,03/06/2021,Profit
155,2,2.139278679,0.39945849,Paid,2.35352117,1,1,TechCorp,Social Media,Women 35-44,30 days,Instagram,0.13,"$13,157.00",4.41,New York,German,724,9573,6,Fashionistas,04/06/2021,Loss
156,6,4.995177538,0.394311397,Social,5.883734969,3,1,Innovate Industries,Influencer,All Ages,15 days,Instagram,0.07,"$13,197.00",3.31,Los Angeles,French,672,8765,9,Tech Enthusiasts,05/06/2021,Loss
157,6,1.723843053,0.021722598,Direct,1.346004107,2,1,Alpha Innovations,Display,Men 25-34,30 days,Facebook,0.09,"$19,723.00",4.74,Houston,Mandarin,148,2746,8,Outdoor Adventurers,06/06/2021,Loss
158,8,0.396758569,0.254944949,Paid,5.419541377,2,1,NexGen Systems,Display,Men 18-24,60 days,Google Ads,0.12,"$18,903.00",7.24,Miami,French,488,4253,1,Tech Enthusiasts,07/06/2021,Profit
159,1,2.493380843,0.115202968,Referral,0.207017382,3,1,Alpha Innovations,Display,Women 35-44,60 days,Website,0.06,"$17,737.00",4.23,Houston,Spanish,420,8196,4,Foodies,08/06/2021,Loss
160,6,9.128558726,0.104061662,Organic,0.846540305,1,1,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.08,"$16,981.00",5.74,Miami,French,395,7469,6,Foodies,09/06/2021,Profit
161,2,4.72501745,0.593563627,Organic,1.740479856,6,1,TechCorp,Search,All Ages,45 days,Website,0.05,"$15,993.00",6.55,Miami,English,616,9536,8,Fashionistas,10/06/2021,Profit
162,5,2.593234942,0.156004809,Organic,3.016579317,5,1,DataTech Solutions,Social Media,Men 18-24,30 days,YouTube,0.07,"$7,893.00",5.28,Chicago,German,170,6306,9,Foodies,11/06/2021,Profit
163,2,3.122210509,0.113945985,Organic,6.081979543,2,1,TechCorp,Email,Women 25-34,15 days,Google Ads,0.04,"$9,858.00",3.09,Los Angeles,Spanish,957,4396,9,Tech Enthusiasts,12/06/2021,Loss
164,6,8.001964201,0.322041648,Organic,1.934706396,3,1,NexGen Systems,Influencer,Women 35-44,30 days,Email,0.09,"$6,885.00",7.65,Houston,Spanish,872,3269,1,Tech Enthusiasts,13/06/2021,Profit
165,4,1.677647275,0.48083391,Organic,4.803429497,2,1,TechCorp,Email,Men 25-34,30 days,Email,0.07,"$11,587.00",3.17,Houston,English,716,2676,9,Foodies,14/06/2021,Loss
166,3,1.207681617,0.094474674,Direct,3.116233382,0,1,NexGen Systems,Email,All Ages,30 days,Facebook,0.15,"$5,202.00",5.94,New York,German,998,5108,3,Fashionistas,15/06/2021,Profit
167,5,11.3484583,0.123484979,Referral,7.008283027,0,1,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.08,"$15,651.00",7.24,Los Angeles,English,481,4165,7,Tech Enthusiasts,16/06/2021,Profit
168,6,5.97304244,0.294240023,Paid,1.586454442,1,1,NexGen Systems,Display,All Ages,30 days,Website,0.12,"$11,879.00",8,New York,Spanish,568,4997,6,Outdoor Adventurers,17/06/2021,Profit
169,3,1.170445162,0.631519875,Direct,2.664499798,3,1,TechCorp,Influencer,Women 25-34,60 days,Email,0.03,"$12,183.00",4.36,Los Angeles,English,421,6087,10,Tech Enthusiasts,18/06/2021,Loss
170,4,1.869635605,0.303513565,Organic,8.023780429,2,1,TechCorp,Search,All Ages,30 days,Google Ads,0.07,"$10,690.00",5.41,Los Angeles,English,797,1306,9,Foodies,19/06/2021,Profit
171,8,1.608830984,0.565697582,Paid,1.436848946,2,0.824802799,TechCorp,Social Media,Men 25-34,30 days,Website,0.06,"$12,886.00",4.62,Miami,Mandarin,668,2507,8,Foodies,20/06/2021,Loss
172,4,0.484366763,0.642029922,Referral,5.274311468,4,1,Innovate Industries,Influencer,Men 25-34,15 days,Google Ads,0.09,"$10,854.00",6.1,Houston,English,303,9453,2,Health & Wellness,21/06/2021,Profit
173,10,9.497379219,0.328384314,Organic,0.557270606,0,1,DataTech Solutions,Influencer,All Ages,15 days,YouTube,0.11,"$7,170.00",3.76,Los Angeles,German,540,6422,8,Foodies,22/06/2021,Loss
174,4,1.554116888,0.376770582,Referral,8.505160283,2,1,Innovate Industries,Display,Men 25-34,45 days,Google Ads,0.15,"$17,414.00",6.9,Los Angeles,French,801,8439,5,Foodies,23/06/2021,Profit
175,5,6.246233023,0.184526614,Organic,1.756233587,0,1,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.1,"$12,272.00",5.29,Los Angeles,French,436,7817,7,Outdoor Adventurers,24/06/2021,Profit
176,10,0.629779699,0.419572941,Organic,1.909935826,7,1,Innovate Industries,Social Media,All Ages,15 days,Website,0.09,"$6,489.00",2.22,Chicago,English,683,9143,6,Foodies,25/06/2021,Loss
177,3,2.381361968,0.141586658,Organic,1.046237142,1,0.993382912,Innovate Industries,Display,Women 35-44,60 days,YouTube,0.08,"$19,732.00",6.06,Chicago,English,862,6773,1,Tech Enthusiasts,26/06/2021,Profit
178,4,0.072759387,0.126849172,Direct,5.003371014,1,1,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.09,"$17,837.00",3.84,Houston,English,944,9536,6,Foodies,27/06/2021,Loss
179,7,4.334574493,0.450916934,Referral,3.83193797,4,1,Innovate Industries,Display,All Ages,45 days,Email,0.13,"$11,954.00",4.91,Miami,Mandarin,241,9184,8,Foodies,28/06/2021,Loss
180,5,2.60903666,0.167680215,Referral,1.523506714,3,1,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,0.01,"$16,862.00",6.29,Chicago,Spanish,200,1513,9,Tech Enthusiasts,29/06/2021,Profit
181,10,2.947208139,0.311270313,Paid,3.342979663,2,1,TechCorp,Display,All Ages,45 days,Email,0.07,"$8,076.00",4.29,New York,Mandarin,883,3400,8,Fashionistas,30/06/2021,Loss
182,4,0.159319177,0.390765774,Organic,13.33602859,1,1,DataTech Solutions,Influencer,Women 35-44,15 days,Facebook,0.06,"$19,143.00",2.58,Los Angeles,Spanish,690,1087,7,Tech Enthusiasts,01/07/2021,Loss
183,2,0.71111262,0.173115824,Referral,6.910315317,1,1,TechCorp,Influencer,Women 35-44,15 days,Instagram,0.06,"$18,350.00",3.2,New York,Spanish,372,3266,4,Health & Wellness,02/07/2021,Loss
184,3,0.231715265,0.099494056,Paid,7.983271936,2,1,DataTech Solutions,Social Media,Men 18-24,45 days,Email,0.06,"$12,315.00",3.97,Chicago,Spanish,505,4099,7,Fashionistas,03/07/2021,Loss
185,5,1.022887033,0.036005997,Organic,1.864586258,1,1,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.14,"$17,598.00",7.27,Chicago,Mandarin,961,8475,7,Outdoor Adventurers,04/07/2021,Profit
186,8,2.96206355,0.139147026,Referral,1.628082142,3,1,TechCorp,Email,Women 35-44,30 days,Instagram,0.05,"$19,545.00",2.57,Houston,German,209,1917,1,Health & Wellness,05/07/2021,Loss
187,4,2.505418116,0.651012607,Organic,0.663175408,2,1,NexGen Systems,Email,Men 25-34,60 days,Email,0.13,"$14,231.00",6.28,Chicago,Mandarin,312,8509,3,Health & Wellness,06/07/2021,Profit
188,3,2.841408456,0.141029221,Organic,4.301892388,0,1,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,0.11,"$15,162.00",7.8,Chicago,German,360,6030,8,Tech Enthusiasts,07/07/2021,Profit
189,8,2.390535712,0.044676581,Social,2.726465352,2,1,DataTech Solutions,Social Media,Women 25-34,15 days,Email,0.12,"$15,403.00",6.21,Houston,English,542,6792,6,Foodies,08/07/2021,Profit
190,6,0.956605233,0.558240771,Referral,8.402272184,2,1,Innovate Industries,Influencer,All Ages,15 days,Email,0.06,"$5,363.00",5.46,Chicago,German,369,8511,8,Tech Enthusiasts,09/07/2021,Profit
191,8,0.841156263,0.116204936,Referral,8.00141814,3,1,DataTech Solutions,Social Media,Women 35-44,60 days,Website,0.12,"$13,903.00",2.46,Chicago,German,461,9733,9,Tech Enthusiasts,10/07/2021,Loss
192,3,0.442229246,0.386555142,Paid,4.917496225,1,1,TechCorp,Influencer,Men 25-34,45 days,Facebook,0.12,"$14,271.00",5.64,New York,Mandarin,842,2301,1,Health & Wellness,11/07/2021,Profit
193,3,5.672834768,0.049907296,Organic,1.161455216,5,1,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,0.05,"$13,744.00",4.7,Miami,German,743,5155,5,Fashionistas,12/07/2021,Loss
194,5,2.875085507,0.342330886,Referral,1.073812166,2,1,NexGen Systems,Email,All Ages,15 days,Google Ads,0.1,"$6,093.00",4.28,New York,Mandarin,423,1340,7,Foodies,13/07/2021,Loss
195,11,0.619268669,0.528105761,Referral,0.341887963,1,0.799929173,DataTech Solutions,Email,All Ages,45 days,Email,0.07,"$5,272.00",3.62,Chicago,Spanish,939,9590,9,Foodies,14/07/2021,Loss
196,7,0.585160563,0.121313722,Paid,1.559234261,2,1,DataTech Solutions,Display,Women 35-44,30 days,YouTube,0.02,"$6,208.00",7.31,Houston,Mandarin,257,9939,8,Health & Wellness,15/07/2021,Profit
197,4,6.191545676,0.10249935,Direct,1.160473246,2,1,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.1,"$15,437.00",3.72,Los Angeles,English,683,4212,6,Tech Enthusiasts,16/07/2021,Loss
198,3,4.072897558,0.31506405,Direct,5.168079938,2,1,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.01,"$16,368.00",4.37,Los Angeles,Mandarin,433,8942,5,Tech Enthusiasts,17/07/2021,Loss
199,8,3.231131428,0.210062604,Paid,2.595962689,1,1,Innovate Industries,Influencer,Men 18-24,45 days,Email,0.14,"$10,939.00",4.79,Miami,Spanish,146,1404,3,Outdoor Adventurers,18/07/2021,Loss
200,8,1.566995236,0.390915606,Social,2.170248239,1,1,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.02,"$16,312.00",2.63,Chicago,English,117,4406,7,Outdoor Adventurers,19/07/2021,Loss
201,3,0.911335033,0.494703788,Paid,3.120682956,2,1,Innovate Industries,Search,Women 35-44,60 days,Facebook,0.09,"$9,518.00",4.22,Houston,German,324,8445,6,Tech Enthusiasts,20/07/2021,Loss
202,3,11.65479442,0.278464813,Paid,3.519864491,3,1,DataTech Solutions,Influencer,Women 35-44,45 days,Instagram,0.13,"$16,258.00",5.83,Chicago,French,317,2305,10,Foodies,21/07/2021,Profit
203,6,4.787190508,0.525281156,Organic,2.014428472,4,1,DataTech Solutions,Display,All Ages,30 days,Email,0.1,"$7,176.00",7.27,Los Angeles,Spanish,472,7157,10,Tech Enthusiasts,22/07/2021,Profit
204,2,1.077659781,0.442830952,Paid,2.683800535,1,1,TechCorp,Influencer,Men 18-24,45 days,Google Ads,0.15,"$14,405.00",7.51,Los Angeles,French,896,7502,9,Foodies,23/07/2021,Profit
205,7,5.643047001,0.105122621,Direct,5.53881741,1,1,DataTech Solutions,Influencer,Women 35-44,45 days,Email,0.11,"$13,293.00",7.49,Chicago,Mandarin,132,1159,10,Foodies,24/07/2021,Profit
206,5,4.268028043,0.24248273,Social,6.247581499,2,1,Innovate Industries,Email,Men 18-24,15 days,Website,0.12,"$14,318.00",3.69,Miami,Spanish,210,2135,3,Tech Enthusiasts,25/07/2021,Loss
207,5,1.057538922,0.097318584,Social,1.141330562,0,0.937471179,TechCorp,Social Media,Women 25-34,60 days,Instagram,0.05,"$8,772.00",6.29,New York,English,209,6176,6,Health & Wellness,26/07/2021,Profit
208,6,1.668268522,0.384199575,Organic,2.918301478,3,0.962735154,DataTech Solutions,Display,Women 25-34,45 days,Google Ads,0.11,"$12,864.00",2.87,Los Angeles,English,280,2676,7,Health & Wellness,27/07/2021,Loss
209,1,0.617213167,0.338042743,Organic,9.027136636,4,1,NexGen Systems,Display,All Ages,15 days,Google Ads,0.11,"$17,562.00",3.66,Chicago,English,308,6903,7,Health & Wellness,28/07/2021,Loss
210,10,0.353151113,0.24237833,Organic,9.169156549,2,1,Innovate Industries,Display,All Ages,45 days,Email,0.08,"$17,461.00",2.81,Los Angeles,Mandarin,554,8096,10,Health & Wellness,29/07/2021,Loss
211,2,3.848637163,0.182125074,Organic,8.427336657,2,1,DataTech Solutions,Search,Women 35-44,30 days,Website,0.08,"$19,366.00",7.94,Chicago,Spanish,868,8919,10,Health & Wellness,30/07/2021,Profit
212,5,0.933924377,0.171162763,Paid,4.560344051,4,1,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.02,"$6,907.00",2.39,Houston,French,376,1503,5,Foodies,31/07/2021,Loss
213,4,5.145384877,0.153002285,Organic,2.794543368,0,1,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.15,"$16,540.00",2.72,Houston,Mandarin,264,3516,2,Foodies,01/08/2021,Loss
214,5,16.28439777,0.283684418,Paid,0.408304231,2,1,TechCorp,Display,All Ages,60 days,Email,0.05,"$5,020.00",7.67,Chicago,Spanish,773,3130,5,Health & Wellness,02/08/2021,Profit
215,4,0.23914268,0.11521874,Paid,1.388833392,1,0.780597527,Alpha Innovations,Influencer,Women 25-34,45 days,YouTube,0.06,"$13,697.00",2.79,Los Angeles,Spanish,999,2557,3,Health & Wellness,03/08/2021,Loss
216,5,1.921864151,0.199260327,Organic,3.167497505,1,1,Alpha Innovations,Social Media,Women 25-34,30 days,Email,0.14,"$19,308.00",4.39,New York,Mandarin,726,6296,5,Health & Wellness,04/08/2021,Loss
217,6,4.859412763,0.125634099,Organic,5.672978403,0,1,NexGen Systems,Search,Women 35-44,30 days,Google Ads,0.11,"$13,185.00",6.06,Houston,English,614,9971,10,Fashionistas,05/08/2021,Profit
218,1,4.666993364,0.643345941,Social,4.863526558,2,1,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.05,"$15,880.00",5.85,Los Angeles,Spanish,967,9549,5,Tech Enthusiasts,06/08/2021,Profit
219,3,4.281313546,0.139822613,Organic,1.077954845,4,1,TechCorp,Search,Women 25-34,15 days,Email,0.08,"$13,524.00",3.91,Los Angeles,Spanish,167,9596,10,Foodies,07/08/2021,Loss
220,2,1.287713571,0.237531535,Organic,2.285622245,2,1,Innovate Industries,Influencer,All Ages,15 days,Email,0.03,"$10,536.00",8,New York,Mandarin,924,3584,10,Fashionistas,08/08/2021,Profit
221,5,1.814602731,0.165928127,Social,8.674680382,2,1,Alpha Innovations,Email,Men 18-24,15 days,Email,0.02,"$5,941.00",6.73,Miami,French,715,8580,2,Tech Enthusiasts,09/08/2021,Profit
222,4,2.711370255,0.380022629,Direct,2.900913518,0,1,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.09,"$12,239.00",2.98,Los Angeles,Mandarin,198,8847,2,Foodies,10/08/2021,Loss
223,7,10.9421283,0.321169119,Referral,4.910351437,3,1,DataTech Solutions,Search,Women 25-34,30 days,Facebook,0.04,"$11,973.00",5.36,Los Angeles,Spanish,240,5611,6,Fashionistas,11/08/2021,Profit
224,7,1.190470384,0.610016719,Organic,2.395231542,1,0.989809721,TechCorp,Display,Women 35-44,15 days,Google Ads,0.1,"$5,697.00",7.76,Miami,German,285,3131,1,Foodies,12/08/2021,Profit
225,2,7.697460831,0.308326964,Organic,0.633561235,3,1,DataTech Solutions,Email,Men 25-34,30 days,Instagram,0.12,"$6,388.00",6.8,Houston,English,159,4073,7,Outdoor Adventurers,13/08/2021,Profit
226,6,0.941490596,0.254939341,Direct,3.961049127,6,1,NexGen Systems,Influencer,Women 35-44,60 days,Facebook,0.15,"$10,330.00",2.83,Houston,French,153,5056,1,Foodies,14/08/2021,Loss
227,7,13.54995784,0.148651125,Social,2.80017644,4,1,Innovate Industries,Email,Men 18-24,45 days,Instagram,0.08,"$5,429.00",6.93,Los Angeles,English,423,7289,1,Foodies,15/08/2021,Profit
228,2,3.328385985,0.680795587,Paid,3.001540945,0,0.949344453,TechCorp,Influencer,Men 25-34,45 days,Google Ads,0.15,"$16,318.00",5.39,Chicago,German,660,1268,1,Health & Wellness,16/08/2021,Profit
229,7,1.868130347,0.273163936,Organic,3.579698962,1,1,Innovate Industries,Search,Men 25-34,60 days,Website,0.08,"$10,475.00",6.46,Los Angeles,Mandarin,111,8357,6,Tech Enthusiasts,17/08/2021,Profit
230,5,2.85101986,0.131587225,Organic,1.499107639,1,1,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.02,"$14,610.00",5.38,Los Angeles,French,820,5111,4,Fashionistas,18/08/2021,Profit
231,7,0.954552375,0.628660794,Organic,3.437920074,2,1,DataTech Solutions,Email,Women 35-44,15 days,Facebook,0.1,"$9,636.00",5.08,New York,German,935,6946,2,Fashionistas,19/08/2021,Profit
232,6,0.961334298,0.458857366,Referral,1.550935479,3,1,NexGen Systems,Email,Women 25-34,60 days,Google Ads,0.05,"$11,450.00",2.89,New York,Spanish,685,7667,6,Fashionistas,20/08/2021,Loss
233,5,0.361607048,0.338964234,Organic,4.933953994,0,0.875163627,DataTech Solutions,Email,Women 35-44,60 days,Facebook,0.02,"$14,372.00",4.26,Houston,Spanish,703,6178,2,Tech Enthusiasts,21/08/2021,Loss
234,6,0.363285298,0.085323328,Direct,20.0212847,5,1,Innovate Industries,Search,Men 25-34,60 days,Website,0.04,"$15,105.00",5.61,Chicago,German,366,8306,1,Fashionistas,22/08/2021,Profit
235,5,1.281622139,0.09780091,Organic,1.895128806,0,1,Alpha Innovations,Display,Men 25-34,15 days,Facebook,0.07,"$10,319.00",7.47,Chicago,German,409,4851,6,Outdoor Adventurers,23/08/2021,Profit
236,4,4.317256577,0.343015565,Referral,8.746138672,6,1,TechCorp,Search,Women 25-34,45 days,Google Ads,0.04,"$5,220.00",4.79,New York,French,662,8586,2,Fashionistas,24/08/2021,Loss
237,7,2.80925967,0.389264371,Organic,3.169156083,0,1,NexGen Systems,Search,Men 18-24,30 days,Email,0.14,"$15,820.00",5.12,Chicago,German,240,6283,9,Health & Wellness,25/08/2021,Profit
238,1,0.324709142,0.310863705,Paid,3.545783448,2,1,Innovate Industries,Display,Men 18-24,60 days,Website,0.01,"$18,076.00",3.13,New York,English,320,5064,6,Fashionistas,26/08/2021,Loss
